Information security manual,
Guidelines for cybersecurity incidents,Responding to cybersecurity incidents,"Handling and containing intrusions",ism-1731,0,Dec-21,yes,yes,yes,yes,yes,no,no,no,"Planning and coordination of intrusion remediation activities are conducted on a separate system to that which has been compromised."
Guidelines for cybersecurity incidents,Responding to cybersecurity incidents,"Handling and containing intrusions",ism-1732,0,Dec-21,yes,yes,yes,yes,yes,no,no,no,"To the extent possible, all intrusion remediation activities are conducted in a coordinated manner during the same planned outage."
Guidelines for cybersecurity incidents,Responding to cybersecurity incidents,"Handling and containing intrusions",ism-1213,3,Sep-23,yes,yes,yes,yes,yes,no,no,no,"Following intrusion remediation activities, full network traffic is captured for at least seven days and analysed to determine whether malicious actors have been successfully removed from the system."
Guidelines for cybersecurity incidents,Responding to cybersecurity incidents,"Maintaining the integrity of evidence",ism-0138,5,Mar-23,yes,yes,yes,yes,yes,no,no,no,"The integrity of evidence gathered during an investigation is maintained by investigators:

- recording all of their actions
- maintaining a proper chain of custody
- following all instructions provided by relevant law enforcement agencies."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Cyber supply chain risk management activities",ism-1631,4,Jun-25,yes,yes,yes,yes,yes,no,no,no,"Suppliers of operating systems, applications, IT equipment, OT equipment and services associated with systems are identified."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Cyber supply chain risk management activities",ism-1452,6,Jun-25,yes,yes,yes,yes,yes,no,no,no,"A supply chain risk assessment is performed for suppliers of operating systems, applications, IT equipment, OT equipment and services in order to assess the impact to a system’s security risk profile."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Cyber supply chain risk management activities",ism-1567,2,Sep-22,yes,yes,yes,yes,yes,no,no,no,"Suppliers identified as high risk by a cyber supply chain risk assessment are not used."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Cyber supply chain risk management activities",ism-1568,7,Jun-25,yes,yes,yes,yes,yes,no,no,no,"Operating systems, applications, IT equipment, OT equipment and services are procured from suppliers that have demonstrated a commitment to the security of their products and services."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Cyber supply chain risk management activities",ism-1882,3,Jun-25,yes,yes,yes,yes,yes,no,no,no,"Operating systems, applications, IT equipment, OT equipment and services are procured from suppliers that have demonstrated a commitment to transparency for their products and services."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Cyber supply chain risk management activities",ism-1632,6,Jun-25,yes,yes,yes,yes,yes,no,no,no,"Operating systems, applications, IT equipment, OT equipment and services are procured from suppliers that have a strong track record of maintaining the security of their own systems."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Cyber supply chain risk management activities",ism-1569,2,Sep-22,yes,yes,yes,yes,yes,no,no,no,"A shared responsibility model is created, documented and shared between suppliers and their customers in order to articulate the security responsibilities of each party."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Supplier relationship management",ism-1785,1,Dec-22,yes,yes,yes,yes,yes,no,no,no,"A supplier relationship management policy is developed, implemented and maintained."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Supplier relationship management",ism-1786,1,Dec-22,yes,yes,yes,yes,yes,no,no,no,"An approved supplier list is developed, implemented and maintained."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Sourcing operating systems, applications, IT equipment, OT equipment and services",ism-1787,3,Jun-25,yes,yes,yes,yes,yes,no,no,no,"Operating systems, applications, IT equipment, OT equipment and services are sourced from approved suppliers."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Sourcing operating systems, applications, IT equipment, OT equipment and services",ism-1788,3,Jun-25,yes,yes,yes,yes,yes,no,no,no,"Multiple potential suppliers are identified for sourcing critical operating systems, applications, IT equipment, OT equipment and services."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Sourcing operating systems, applications, IT equipment, OT equipment and services",ism-1789,2,Jun-24,yes,yes,yes,yes,yes,no,no,no,"Sufficient spares of critical IT equipment and OT equipment are sourced and kept in reserve."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Delivery of operating systems, applications, IT equipment, OT equipment and services",ism-1790,2,Jun-25,yes,yes,yes,yes,yes,no,no,no,"Operating systems, applications, IT equipment, OT equipment and services are delivered in a manner that maintains their integrity."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Delivery of operating systems, applications, IT equipment, OT equipment and services",ism-1791,2,Jun-25,yes,yes,yes,yes,yes,no,no,no,"The integrity of operating systems, applications, IT equipment, OT equipment and services are assessed as part of acceptance of products and services."
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Delivery of operating systems, applications, IT equipment, OT equipment and services",ism-1792,2,Jun-25,yes,yes,yes,yes,yes,no,no,no,"The authenticity of operating systems, applications, IT equipment, OT equipment and services are assessed as part of acceptance of products and services."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Managed services",ism-1736,1,Dec-22,yes,yes,yes,yes,yes,no,no,no,"A managed service register is developed, implemented, maintained and verified on a regular basis."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Managed services",ism-1737,1,Sep-22,yes,yes,yes,yes,yes,no,no,no,"A managed service register contains the following for each managed service:

- managed service provider’s name
- managed service’s name
- purpose for using the managed service
- sensitivity or classification of data involved
- due date for the next security assessment of the managed service
- contractual arrangements for the managed service
- point of contact for users of the managed service
- 24/7 contact details for the managed service provider."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Assessment of managed service providers",ism-1793,1,Dec-24,yes,yes,yes,yes,no,no,no,no,"Managed service providers and their non-classified, OFFICIAL: Sensitive, PROTECTED and SECRET managed services undergo an Infosec Registered Assessor Program (IRAP) assessment, using the latest release of the ISM available prior to the beginning of the IRAP assessment (or a subsequent release), at least every 24 months."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Assessment of managed service providers",ism-1971,0,Dec-24,no,no,no,no,yes,no,no,no,"Managed service providers and their TOP SECRET managed services, including sensitive compartmented information managed services, undergo a security assessment by ASD assessors (or their delegates), using the latest release of the ISM available prior to the beginning of the security assessment (or a subsequent release), at least every 24 months."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Outsourced cloud services",ism-1637,2,Dec-22,yes,yes,yes,yes,yes,no,no,no,"An outsourced cloud service register is developed, implemented, maintained and verified on a regular basis."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Outsourced cloud services",ism-1638,3,Sep-22,yes,yes,yes,yes,yes,no,no,no,"An outsourced cloud service register contains the following for each outsourced cloud service:

- cloud service provider’s name
- cloud service’s name
- purpose for using the cloud service
- sensitivity or classification of data involved
- due date for the next security assessment of the cloud service
- contractual arrangements for the cloud service
- point of contact for users of the cloud service
- 24/7 contact details for the cloud service provider."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Outsourced cloud services",ism-1529,2,Dec-21,no,no,no,yes,yes,no,no,no,"Only community or private clouds are used for outsourced SECRET and TOP SECRET cloud services."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Assessment of outsourced cloud service providers",ism-1570,2,Dec-24,yes,yes,yes,yes,no,no,no,no,"Outsourced cloud service providers and their non-classified, OFFICIAL: Sensitive, PROTECTED and SECRET cloud services undergo an IRAP assessment, using the latest release of the ISM available prior to the beginning of the IRAP assessment (or a subsequent release), at least every 24 months."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Assessment of outsourced cloud service providers",ism-1972,0,Dec-24,no,no,no,no,yes,no,no,no,"Outsourced cloud service providers and their TOP SECRET cloud services, including sensitive compartmented information cloud services, undergo a security assessment by ASD assessors (or their delegates), using the latest release of the ISM available prior to the beginning of the security assessment (or a subsequent release), at least every 24 months."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-1395,7,Dec-22,yes,yes,yes,yes,yes,no,no,no,"Service providers, including any subcontractors, provide an appropriate level of protection for any data entrusted to them or their services."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-0072,9,Dec-22,yes,yes,yes,yes,yes,no,no,no,"Security requirements associated with the confidentiality, integrity and availability of data are documented in contractual arrangements with service providers and reviewed on a regular and ongoing basis to ensure they remain fit for purpose."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-1571,3,Dec-22,yes,yes,yes,yes,yes,no,no,no,"The right to verify compliance with security requirements is documented in contractual arrangements with service providers."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-1738,1,Dec-22,yes,yes,yes,yes,yes,no,no,no,"The right to verify compliance with security requirements documented in contractual arrangements with service providers is exercised on a regular and ongoing basis."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-1804,0,Dec-22,yes,yes,yes,yes,yes,no,no,no,"Break clauses associated with failure to meet security requirements are documented in contractual arrangements with service providers."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-0141,8,Mar-25,yes,yes,yes,yes,yes,no,no,no,"The requirement for service providers to report cybersecurity incidents to a designated point of contact as soon as possible after they occur or are discovered is documented in contractual arrangements with service providers."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-1794,1,Dec-22,yes,yes,yes,yes,yes,no,no,no,"A minimum notification period of one month by service providers for significant changes to their own service provider arrangements is documented in contractual arrangements with service providers."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-1451,4,Dec-22,yes,yes,yes,yes,yes,no,no,no,"Types of data and its ownership is documented in contractual arrangements with service providers."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-1572,3,Jun-23,yes,yes,yes,yes,yes,no,no,no,"The regions or availability zones where data will be processed, stored and communicated, as well as a minimum notification period for any configuration changes, is documented in contractual arrangements with service providers."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-1573,3,Dec-22,yes,yes,yes,yes,yes,no,no,no,"Access to all logs relating to an organisation’s data and services is documented in contractual arrangements with service providers."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-1574,3,Dec-22,yes,yes,yes,yes,yes,no,no,no,"The storage of data in a portable manner that allows for backups, service migration and service decommissioning without any loss of data is documented in contractual arrangements with service providers."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Contractual security requirements with service providers",ism-1575,1,Dec-22,yes,yes,yes,yes,yes,no,no,no,"A minimum notification period of one month for the cessation of any services by a service provider is documented in contractual arrangements with service providers."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Access to systems by service providers",ism-1073,7,Jun-25,yes,yes,yes,yes,yes,no,no,no,"An organisation’s systems are not accessed or administered by a service provider unless a contractual arrangement exists between the organisation and the service provider to do so."
Guidelines for procurement and outsourcing,Managed services and cloud services,"Access to systems by service providers",ism-1576,4,Jun-25,yes,yes,yes,yes,yes,no,no,no,"If an organisation’s systems are accessed or administered by a service provider in an unauthorised manner, the organisation is immediately notified."
Guidelines for cybersecurity documentation,Development and maintenance of cybersecurity documentation,"Cybersecurity strategy",ism-0039,7,Mar-25,yes,yes,yes,yes,yes,no,no,no,"A cybersecurity strategy is developed, implemented and maintained."
Guidelines for cybersecurity documentation,Development and maintenance of cybersecurity documentation,"Approval of cybersecurity documentation",ism-0047,5,Mar-25,yes,yes,yes,yes,yes,no,no,no,"Organisational-level cybersecurity documentation is approved by the chief information security officer while system-specific cybersecurity documentation is approved by the system’s authorising officer."
Guidelines for cybersecurity documentation,Development and maintenance of cybersecurity documentation,"Approval of cybersecurity documentation",ism-1739,0,Mar-22,yes,yes,yes,yes,yes,no,no,no,"A system’s security architecture is approved prior to the development of the system."
Guidelines for cybersecurity documentation,Development and maintenance of cybersecurity documentation,"Maintenance of cybersecurity documentation",ism-0888,6,Mar-25,yes,yes,yes,yes,yes,no,no,no,"Cybersecurity documentation is reviewed at least annually and includes a ‘current as at \[date\]’ or equivalent statement."
Guidelines for cybersecurity documentation,Development and maintenance of cybersecurity documentation,"Communication of cybersecurity documentation",ism-1602,1,Mar-25,yes,yes,yes,yes,yes,no,no,no,"Cybersecurity documentation, including notification of subsequent changes, is communicated to all stakeholders."
Guidelines for cybersecurity documentation,System-specific cybersecurity documentation,"System security plan",ism-0041,6,Jun-24,yes,yes,yes,yes,yes,no,no,no,"Systems have a system security plan that includes an overview of the system (covering the system’s purpose, the system boundary and how the system is managed) as well as an annex that covers applicable controls from this document and any additional controls that have been identified and implemented."
Guidelines for cybersecurity documentation,System-specific cybersecurity documentation,"Cybersecurity incident response plan",ism-0043,6,Mar-25,yes,yes,yes,yes,yes,no,no,no,"Systems have a cybersecurity incident response plan that covers the following:

- guidelines on what constitutes a cybersecurity incident
- the types of cybersecurity incidents likely to be encountered and the expected response to each type
- how to report cybersecurity incidents, internally to an organisation and externally to relevant authorities
- other parties which need to be informed in the event of a cybersecurity incident
- the authority, or authorities, responsible for investigating and responding to cybersecurity incidents
- the criteria by which an investigation of a cybersecurity incident would be requested from a law enforcement agency, the Australian Signals Directorate or other relevant authority
- the steps necessary to ensure the integrity of evidence relating to a cybersecurity incident
- system contingency measures or a reference to such details if they are located in a separate document."
